date,time,platform,pillar,caption,hashtags,cta,image,geo
2026-11-21,12:00,facebook,trust,"Behind every Jackson roof is a small, local crew that treats your home like their own. We are family-run in Plano and have been at this since 2000. Have a roof question you have been putting off? Ask us below.

#Plano #FamilyOwned",#Plano #FamilyOwned,Contact Us via the site anytime,../assets/img/crew-work.jpg,Plano TX
2026-11-22,10:00,nextdoor,seasonal,"Neighborly reminder before the leaves finish falling: clear gutters give winter rain somewhere to go instead of backing up under your shingles. If yours are sagging or pulling away, that is worth a look. We are a family-run Plano roofer, happy to help.",,Contact Us via the site for a free look,../assets/img/g-0329.jpg,Plano TX
2026-11-24,11:00,instagram,video,"The most satisfying part of the whole job: the magnet sweep. Every stray nail off your driveway and lawn before we leave. Follow along for more from a family-run Plano crew. Since 2000.

#Plano #SatisfyingVideo #Roofing #CleanUp #PlanoTX #NorthTexas #RoofingLife #Reels #DFW #FamilyOwned",#Plano #SatisfyingVideo #Roofing #CleanUp #PlanoTX #NorthTexas #RoofingLife #Reels #DFW #FamilyOwned,Contact Us via the site for a free estimate,../assets/img/home-repair.webp,Plano TX
2026-11-25,12:00,facebook,seasonal,"Before the first hard cold front, it is worth knowing your roof is ready. Lifted shingles and worn flashing let cold rain find its way in. A free inspection now beats a leak in January. Plano, family-run since 2000.

#Plano #WinterPrep",#Plano #WinterPrep,Contact Us via the site to schedule a free check,../assets/img/home-storm.webp,Plano TX
2026-11-26,10:00,gbp,before-after,Another North Texas home wrapped up before the holidays. A new roof is one of the few upgrades you see from the street and feel every storm after. Booking free inspections around Plano now. Family-run since 2000.,,Contact Us via the site for a free inspection,../assets/img/house-brick.jpg,Plano TX
2026-11-28,11:00,instagram,video,"Nothing shows off a fresh roof like a view from above. Drone pass over a finished Plano job. Save this for when it is your turn. Family-run since 2000.

#Plano #DroneVideo #RoofReplacement #Roofing #NorthTexas #PlanoTX #Aerial #RoofingLife #DFW #Reels",#Plano #DroneVideo #RoofReplacement #Roofing #NorthTexas #PlanoTX #Aerial #RoofingLife #DFW #Reels,Contact Us via the site for a free estimate,../assets/img/g-9349.jpg,Plano TX
2026-11-29,09:00,nextdoor,education,"If an earlier storm this fall left you unsure whether your roof took a hit, you are not alone. A quick check of your gutters for granules and your ceilings for faint stains tells you a lot. Any questions, we are a family-run Plano roofer and glad to help.",,Contact Us via the site for a free look,../assets/img/svc-inspection.jpg,Plano TX
2026-11-30,11:00,facebook,reviews,"To every Plano family who trusted us with your roof this year, thank you. If we did right by you, a quick word about your experience helps a neighbor find a roofer they can count on. Family-run since 2000.

#Plano #ThankYou",#Plano #ThankYou,Contact Us via the site,../assets/img/house-brick.jpg,Plano TX
2026-12-01,11:00,instagram,trust,"Reel, text on screen over the truck and finished roofs: family-run in Plano since 2000. No call center, no rotating subcontractors, just one local crew that has roofed North Texas homes for over two decades. Save this for when it is your turn.

#Plano #PlanoRoofing #FamilyOwned #Since2000 #NorthTexas #PlanoTX #LocalBusiness #Roofing #DFW #RoofingLife",#Plano #PlanoRoofing #FamilyOwned #Since2000 #NorthTexas #PlanoTX #LocalBusiness #Roofing #DFW #RoofingLife,Contact Us via the site to meet the team,../assets/img/home-truck.jpg,Plano TX
2026-12-02,11:00,instagram,education,"Did you know: those little black grains in your gutter are pieces of your roof. Reel, close-up of granules with text on screen. When a lot of them wash out, your shingles are aging fast, and most people never notice until there is a leak. Plano, since 2000.

#Plano #RoofingTips #DidYouKnow #HailDamage #NorthTexas #RoofMaintenance #PlanoTX #Roofing #DFW #HomeTips",#Plano #RoofingTips #DidYouKnow #HailDamage #NorthTexas #RoofMaintenance #PlanoTX #Roofing #DFW #HomeTips,Contact Us via the site for a free inspection,../assets/img/home-repair.webp,Plano TX
2026-12-03,12:00,facebook,education,"The 5 questions every Plano homeowner should ask a roofer, as a quick text-on-screen list: Are you local and how long. Do you carry your own insurance. Who is actually on my roof. What warranty comes with the work. Will you show me photos of the damage. If a roofer dodges these, keep looking. Family-run since 2000.

#Plano #RoofingTips",#Plano #RoofingTips,Contact Us via the site with your questions,../assets/img/svc-inspection.jpg,Plano TX
2026-12-04,11:00,instagram,storm-response,"The adjuster said no damage. Reel, hands pointing at the hits with text callouts. Hail bruises like these are easy to miss from the ground and easy to miss on a quick walkthrough, but they still shorten the life of your roof. If a recent North Texas storm hit your street, get a second look. Plano, since 2000.

#Plano #HailDamage #RoofingClaim #Insurance #NorthTexas #HailSeason #PlanoTX #Roofing #DFW #StormDamage",#Plano #HailDamage #RoofingClaim #Insurance #NorthTexas #HailSeason #PlanoTX #Roofing #DFW #StormDamage,Contact Us via the site for a free second look,../assets/img/home-repair.webp,Plano TX
2026-12-05,12:00,facebook,education,"Repair or replace? A quick text-on-screen guide. A few missing shingles after a storm is often a repair. Widespread hail bruising, granules everywhere, or a roof past 15 years usually means replace. The honest answer depends on your roof, and we will tell you straight either way. Plano, family-run since 2000.

#Plano #RepairOrReplace",#Plano #RepairOrReplace,Contact Us via the site for an honest answer,../assets/img/g-4998.jpg,Plano TX
2026-12-07,11:00,instagram,video,"What actually happens during a roof replacement, in 30 seconds. Time-lapse with text labels: tear off to the deck, inspect and repair, fresh underlayment, new shingles, clean sweep. One day, done right. Save this if a new roof is on your list. Plano, since 2000.

#Plano #RoofReplacement #Timelapse #SatisfyingVideo #Roofing #NorthTexas #PlanoTX #RoofingLife #DFW #Reels",#Plano #RoofReplacement #Timelapse #SatisfyingVideo #Roofing #NorthTexas #PlanoTX #RoofingLife #DFW #Reels,Contact Us via the site for a free estimate,../assets/img/svc-replacement.webp,Plano TX
2026-12-08,10:00,nextdoor,education,"Neighborly did-you-know for the Plano area: your attic often shows a roof problem before your ceiling does. On the next sunny day, look up there with the light off. If you see daylight coming through, that is a gap water is getting through too. Happy to answer questions, family-run roofer here since 2000.",,Contact Us via the site for a free look,../assets/img/home-inspection.webp,Plano TX
2026-12-09,12:00,facebook,community,"North Texas weather forecast: sunny, then hail, then 80 degrees, all before lunch. Text-on-screen over a storm sky. We cannot fix the weather, but we can make sure your roof is ready for whatever it does next. What has our sky pulled on you lately? Plano, since 2000.

#Plano #NorthTexas",#Plano #NorthTexas,Contact Us via the site to get storm-ready,../assets/img/home-storm.webp,Plano TX
2026-12-10,11:00,instagram,video,"Oddly satisfying: fresh underlayment going down clean and tight. Reel, close-up with a one-line text label. It is also the layer that keeps water out if a shingle ever fails, so we never rush it. Turn the sound up. Plano, family-run since 2000.

#Plano #SatisfyingVideo #Roofing #ASMR #NorthTexas #PlanoTX #RoofingLife #Reels #DFW #Underlayment",#Plano #SatisfyingVideo #Roofing #ASMR #NorthTexas #PlanoTX #RoofingLife #Reels #DFW #Underlayment,Contact Us via the site for a free estimate,../assets/img/home-repair.webp,Plano TX
2026-12-11,10:00,gbp,seasonal,"You do not have to wait for a hailstorm to get a roof looked at. Plenty of North Texas roofs are quietly worn from years of sun and heat, not one big storm. A free inspection now tells you where you really stand before winter. Family-run in Plano since 2000.",,Contact Us via the site to book a free inspection,../assets/img/g-vanalstyne.jpg,Plano TX
2026-12-14,11:00,instagram,education,"You asked: will your crew wreck my yard? Reel, question on screen answered over the cleanup. Short answer, no. We tarp the landscaping, keep the debris in one place, and run a magnet over the whole yard before we leave. Drop your roofing questions below and we will answer them. Plano, since 2000.

#Plano #RoofingQA #Roofing #NorthTexas #PlanoTX #HomeImprovement #RoofReplacement #DFW #RoofingLife #AskARoofer",#Plano #RoofingQA #Roofing #NorthTexas #PlanoTX #HomeImprovement #RoofReplacement #DFW #RoofingLife #AskARoofer,Contact Us via the site with your questions,../assets/img/crew-work.jpg,Plano TX
2026-12-15,12:00,facebook,education,"Shingle vs metal for a North Texas roof, a quick text-on-screen comparison. Shingles cost less up front and most Plano homes wear them well. Metal costs more but shrugs off hail and lasts decades longer. Neither is wrong, it depends on your home and how long you are staying. We will walk you through both. Since 2000.

#Plano #MetalRoof",#Plano #MetalRoof,Contact Us via the site to compare options,../assets/img/house-brick.jpg,Plano TX
2026-12-16,11:00,instagram,video,"Roof of the week. Reel, slow pan across a finished Plano job with text callouts on the clean valleys and crisp ridge. This is what a roof looks like when the details are not rushed. Would this one pull up nice on your street? Family-run since 2000.

#Plano #RoofOfTheWeek #RoofReplacement #CurbAppeal #NorthTexas #PlanoTX #Roofing #DFW #RoofingLife #Reels",#Plano #RoofOfTheWeek #RoofReplacement #CurbAppeal #NorthTexas #PlanoTX #Roofing #DFW #RoofingLife #Reels,Contact Us via the site for a free inspection,../assets/img/svc-storm.webp,Plano TX
2026-12-17,12:00,facebook,reviews,"Nothing sells a roofer like a neighbor who is glad they called. If we have put a roof over your Plano family, a few honest words about your experience helps the next homeowner find a crew they can trust. Family-run since 2000, and grateful for every one of you.

#Plano #Reviews",#Plano #Reviews,Contact Us via the site,../assets/img/house-brick.jpg,Plano TX
2026-12-18,09:00,nextdoor,storm-response,"After a North Texas storm, a quick neighborly checklist before you call anyone: walk your yard for shingle pieces, check gutters for granules, look at ceilings and closets for fresh stains, and photograph anything you find. That record helps whether or not you ever file a claim. Family-run Plano roofer, glad to take a look.",,Contact Us via the site for a free storm check,../assets/img/home-storm.webp,Plano TX
